time_bucket,North,South,East,West,hour,day_of_week,target_North,target_South,target_East,target_West
3211080,2,3,4,4,3,2,3.0,2.0,4.0,4.0
3211140,3,3,3,3,3,2,3.0,3.0,1.0,1.0
3211200,2,3,3,3,4,2,3.0,3.0,3.0,3.0
3211260,3,3,4,4,4,2,2.0,3.0,4.0,4.0
3211320,2,3,2,4,4,2,3.0,3.0,3.0,3.0
3211380,3,3,3,3,4,2,3.0,3.0,3.0,3.0
3211440,3,3,4,4,4,2,4.0,2.0,4.0,4.0
3211500,3,3,3,2,4,2,2.0,2.0,3.0,2.0
3211560,3,3,3,2,4,2,3.0,3.0,2.0,3.0
3211620,2,3,4,4,4,2,3.0,3.0,5.0,5.0
3211680,3,2,3,2,4,2,2.0,2.0,2.0,1.0
3211740,3,3,3,2,4,2,2.0,3.0,3.0,2.0
3211800,2,2,3,3,4,2,4.0,4.0,4.0,5.0
3211860,2,3,2,3,4,2,2.0,2.0,0.0,2.0
3211920,2,4,4,3,4,2,1.0,2.0,1.0,2.0
3211980,2,2,3,3,4,2,4.0,3.0,4.0,4.0
3212040,3,2,2,2,4,2,3.0,3.0,2.0,3.0
3212100,4,4,4,3,4,2,2.0,1.0,0.0,0.0
3212160,2,2,3,3,4,2,4.0,2.0,5.0,5.0
3212220,3,2,2,3,4,2,3.0,3.0,2.0,0.0
3212280,3,3,2,3,4,2,1.0,2.0,1.0,1.0
3212340,2,1,3,3,4,2,2.0,3.0,4.0,5.0
3212400,4,4,4,4,4,2,3.0,3.0,2.0,1.0
3212460,3,3,2,2,4,2,3.0,3.0,0.0,2.0
3212520,2,2,3,3,4,2,4.0,4.0,5.0,4.0
3212580,4,3,2,4,4,2,3.0,3.0,0.0,0.0
3212640,3,2,2,3,4,2,3.0,3.0,3.0,3.0
3212700,1,2,3,3,4,2,2.0,2.0,3.0,3.0
3212760,3,3,3,3,4,2,3.0,3.0,0.0,3.0
3212820,3,3,3,3,4,2,3.0,3.0,3.0,3.0
3212880,3,2,4,4,4,2,1.0,2.0,3.0,3.0
3212940,3,3,1,1,4,2,3.0,3.0,0.0,0.0
3213000,3,3,3,3,4,2,5.0,7.0,5.0,6.0
3213060,2,3,4,4,4,2,6.0,6.0,7.0,7.0
3213120,3,3,3,3,4,2,6.0,6.0,4.0,6.0
3213180,3,3,3,3,4,2,7.0,7.0,4.0,4.0
3213240,4,2,4,4,4,2,5.0,0.0,7.0,9.0
3213300,2,2,3,2,4,2,8.0,8.0,6.0,4.0
3213360,3,3,2,3,4,2,6.0,5.0,4.0,3.0
3213420,3,3,5,5,4,2,3.0,5.0,7.0,6.0
3213480,2,2,2,1,4,2,7.0,6.0,2.0,6.0
3213540,2,3,3,2,4,2,5.0,5.0,0.0,6.0
3213600,4,4,4,5,4,2,0.0,5.0,8.0,8.0
3213660,2,2,0,2,4,2,8.0,7.0,6.0,6.0
3213720,1,2,1,2,4,2,6.0,6.0,7.0,6.0
3213780,4,3,4,4,4,2,6.0,6.0,8.0,7.0
3213840,3,3,2,3,4,2,7.0,7.0,6.0,5.0
3213900,2,1,0,0,4,2,7.0,5.0,0.0,0.0
3213960,4,2,5,5,4,2,5.0,5.0,8.0,7.0
3214020,3,3,2,0,4,2,7.0,8.0,4.0,5.0
3214080,1,2,1,1,4,2,5.0,8.0,5.0,6.0
3214140,2,3,4,5,4,2,7.0,5.0,7.0,7.0
3214200,3,3,2,1,4,2,6.0,5.0,4.0,6.0
3214260,3,3,0,2,4,2,7.0,6.0,6.0,7.0
3214320,4,4,5,4,4,2,4.0,6.0,8.0,7.0
3214380,3,3,0,0,4,2,6.0,7.0,6.0,2.0
3214440,3,3,3,3,4,2,7.0,6.0,5.0,4.0
3214500,2,2,3,3,4,2,3.0,6.0,6.0,7.0
3214560,3,3,0,3,4,2,4.0,5.0,5.0,3.0
3214620,3,3,3,3,4,2,4.0,7.0,0.0,3.0
3214680,1,2,3,3,4,2,5.0,4.0,9.0,8.0
3214740,3,3,0,0,4,2,6.0,6.0,5.0,5.0
3214800,5,7,5,6,5,2,8.0,8.0,5.0,3.0
3214860,6,6,7,7,5,2,3.0,3.0,6.0,7.0
3214920,6,6,4,6,5,2,8.0,7.0,3.0,6.0
3214980,7,7,4,4,5,2,4.0,6.0,3.0,4.0
3215040,5,0,7,9,5,2,4.0,6.0,8.0,8.0
3215100,8,8,6,4,5,2,7.0,6.0,5.0,4.0
3215160,6,5,4,3,5,2,6.0,8.0,5.0,5.0
3215220,3,5,7,6,5,2,5.0,3.0,8.0,7.0
3215280,7,6,2,6,5,2,7.0,6.0,6.0,6.0
3215340,5,5,0,6,5,2,6.0,7.0,4.0,7.0
3215400,0,5,8,8,5,2,4.0,4.0,7.0,7.0
3215460,8,7,6,6,5,2,5.0,6.0,5.0,5.0
3215520,6,6,7,6,5,2,6.0,8.0,5.0,4.0
3215580,6,6,8,7,5,2,5.0,3.0,6.0,7.0
3215640,7,7,6,5,5,2,7.0,7.0,5.0,0.0
3215700,7,5,0,0,5,2,6.0,8.0,4.0,5.0
3215760,5,5,8,7,5,2,3.0,6.0,8.0,7.0
3215820,7,8,4,5,5,2,5.0,5.0,4.0,4.0
3215880,5,8,5,6,5,2,7.0,7.0,3.0,5.0
3215940,7,5,7,7,5,2,3.0,5.0,7.0,7.0
3216000,6,5,4,6,5,2,8.0,8.0,6.0,1.0
3216060,7,6,6,7,5,2,6.0,6.0,5.0,4.0
3216120,4,6,8,7,5,2,3.0,8.0,8.0,8.0
3216180,6,7,6,2,5,2,6.0,7.0,5.0,5.0
3216240,7,6,5,4,5,2,6.0,6.0,4.0,5.0
3216300,3,6,6,7,5,2,5.0,5.0,7.0,7.0
3216360,4,5,5,3,5,2,6.0,8.0,0.0,1.0
3216420,4,7,0,3,5,2,6.0,7.0,6.0,7.0
3216480,5,4,9,8,5,2,6.0,5.0,8.0,7.0
3216540,6,6,5,5,5,2,7.0,4.0,6.0,4.0
3216600,8,8,5,3,5,2,6.0,6.0,6.0,5.0
3216660,3,3,6,7,5,2,5.0,0.0,6.0,7.0
3216720,8,7,3,6,5,2,8.0,8.0,0.0,0.0
3216780,4,6,3,4,5,2,6.0,4.0,5.0,6.0
3216840,4,6,8,8,5,2,7.0,3.0,8.0,7.0
3216900,7,6,5,4,5,2,6.0,8.0,6.0,6.0
3216960,6,8,5,5,5,2,5.0,6.0,6.0,4.0
3217020,5,3,8,7,5,2,0.0,4.0,8.0,8.0
3217080,7,6,6,6,5,2,7.0,7.0,5.0,5.0
3217140,6,7,4,7,5,2,4.0,6.0,6.0,6.0
3217200,4,4,7,7,5,2,5.0,5.0,8.0,9.0
3217260,5,6,5,5,5,2,6.0,6.0,4.0,5.0
3217320,6,8,5,4,5,2,7.0,5.0,7.0,5.0
3217380,5,3,6,7,5,2,0.0,4.0,9.0,9.0
3217440,7,7,5,0,5,2,7.0,7.0,4.0,7.0
3217500,6,8,4,5,5,2,8.0,7.0,5.0,3.0
3217560,3,6,8,7,5,2,5.0,5.0,7.0,7.0
3217620,5,5,4,4,5,2,6.0,6.0,5.0,5.0
3217680,7,7,3,5,5,2,5.0,5.0,4.0,4.0
3217740,3,5,7,7,5,2,3.0,5.0,8.0,8.0
3217800,8,8,6,1,5,2,6.0,8.0,6.0,4.0
3217860,6,6,5,4,5,2,5.0,6.0,3.0,6.0
3217920,3,8,8,8,5,2,5.0,6.0,9.0,6.0
3217980,6,7,5,5,5,2,5.0,5.0,3.0,3.0
3218040,6,6,4,5,5,2,6.0,5.0,4.0,0.0
3218100,5,5,7,7,5,2,4.0,1.0,8.0,8.0
3218160,6,8,0,1,5,2,8.0,7.0,4.0,5.0
3218220,6,7,6,7,5,2,6.0,6.0,7.0,4.0
3218280,6,5,8,7,5,2,5.0,5.0,7.0,7.0
3218340,7,4,6,4,5,2,6.0,5.0,3.0,4.0
3218400,6,6,6,5,6,2,7.0,7.0,1.0,0.0
3218460,5,0,6,7,6,2,5.0,5.0,9.0,8.0
3218520,8,8,0,0,6,2,8.0,7.0,5.0,4.0
3218580,6,4,5,6,6,2,8.0,6.0,6.0,4.0
3218640,7,3,8,7,6,2,6.0,3.0,7.0,6.0
3218700,6,8,6,6,6,2,7.0,4.0,5.0,5.0
3218760,5,6,6,4,6,2,7.0,6.0,0.0,0.0
3218820,0,4,8,8,6,2,4.0,6.0,8.0,10.0
3218880,7,7,5,5,6,2,6.0,7.0,5.0,7.0
3218940,4,6,6,6,6,2,5.0,6.0,6.0,4.0
3219000,5,5,8,9,6,2,6.0,3.0,5.0,6.0
3219060,6,6,4,5,6,2,4.0,4.0,4.0,6.0
3219120,7,5,7,5,6,2,4.0,4.0,0.0,1.0
3219180,0,4,9,9,6,2,5.0,6.0,8.0,8.0
3219240,7,7,4,7,6,2,6.0,7.0,4.0,7.0
3219300,8,7,5,3,6,2,6.0,6.0,6.0,7.0
3219360,5,5,7,7,6,2,5.0,3.0,6.0,6.0
3219420,6,6,5,5,6,2,5.0,4.0,6.0,4.0
3219480,5,5,4,4,6,2,6.0,4.0,5.0,6.0
3219540,3,5,8,8,6,2,7.0,5.0,9.0,8.0
3219600,6,8,6,4,6,2,8.0,6.0,5.0,4.0
3219660,5,6,3,6,6,2,8.0,7.0,5.0,4.0
3219720,5,6,9,6,6,2,5.0,4.0,7.0,7.0
3219780,5,5,3,3,6,2,3.0,4.0,4.0,6.0
3219840,6,5,4,0,6,2,6.0,5.0,6.0,6.0
3219900,4,1,8,8,6,2,5.0,7.0,9.0,8.0
3219960,8,7,4,5,6,2,6.0,6.0,4.0,6.0
3220020,6,6,7,4,6,2,6.0,6.0,7.0,4.0
3220080,5,5,7,7,6,2,6.0,5.0,7.0,6.0
3220140,6,5,3,4,6,2,3.0,5.0,7.0,6.0
3220200,7,7,1,0,6,2,6.0,9.0,5.0,7.0
3220260,5,5,9,8,6,2,0.0,4.0,8.0,9.0
3220320,8,7,5,4,6,2,8.0,7.0,1.0,5.0
3220380,8,6,6,4,6,2,8.0,9.0,7.0,6.0
3220440,6,3,7,6,6,2,7.0,5.0,10.0,9.0
3220500,7,4,5,5,6,2,11.0,5.0,8.0,0.0
3220560,7,6,0,0,6,2,10.0,5.0,0.0,6.0
3220620,4,6,8,10,6,2,4.0,9.0,10.0,9.0
3220680,6,7,5,7,6,2,6.0,9.0,6.0,5.0
3220740,5,6,6,4,6,2,4.0,7.0,6.0,5.0
3220800,6,3,5,6,6,2,9.0,1.0,8.0,11.0
3220860,4,4,4,6,6,2,9.0,7.0,7.0,0.0
3220920,4,4,0,1,6,2,8.0,7.0,3.0,5.0
3220980,5,6,8,8,6,2,4.0,4.0,10.0,9.0
3221040,6,7,4,7,6,2,5.0,8.0,3.0,8.0
3221100,6,6,6,7,6,2,4.0,5.0,6.0,8.0
3221160,5,3,6,6,6,2,5.0,4.0,9.0,7.0
3221220,5,4,6,4,6,2,8.0,5.0,6.0,7.0
3221280,6,4,5,6,6,2,7.0,5.0,6.0,4.0
3221340,7,5,9,8,6,2,9.0,8.0,7.0,8.0
3221400,8,6,5,4,6,2,7.0,6.0,0.0,5.0
3221460,8,7,5,4,6,2,5.0,4.0,3.0,6.0
3221520,5,4,7,7,6,2,7.0,6.0,11.0,9.0
3221580,3,4,4,6,6,2,9.0,6.0,6.0,4.0
3221640,6,5,6,6,6,2,8.0,6.0,6.0,4.0
3221700,5,7,9,8,6,2,7.0,5.0,8.0,8.0
3221760,6,6,4,6,6,2,10.0,6.0,7.0,4.0
3221820,6,6,7,4,6,2,9.0,6.0,5.0,6.0
3221880,6,5,7,6,6,2,1.0,4.0,9.0,9.0
3221940,3,5,7,6,6,2,10.0,9.0,9.0,7.0
3222000,6,9,5,7,7,2,8.0,11.0,6.0,5.0
3222060,0,4,8,9,7,2,5.0,2.0,9.0,9.0
3222120,8,7,1,5,7,2,8.0,5.0,6.0,5.0
3222180,8,9,7,6,7,2,5.0,5.0,5.0,4.0
3222240,7,5,10,9,7,2,6.0,2.0,8.0,8.0
3222300,11,5,8,0,7,2,8.0,8.0,5.0,6.0
3222360,10,5,0,6,7,2,10.0,7.0,5.0,5.0
3222420,4,9,10,9,7,2,4.0,3.0,9.0,9.0
3222480,6,9,6,5,7,2,9.0,9.0,5.0,7.0
3222540,4,7,6,5,7,2,7.0,11.0,2.0,6.0
3222600,9,1,8,11,7,2,4.0,7.0,10.0,8.0
3222660,9,7,7,0,7,2,6.0,9.0,6.0,0.0
3222720,8,7,3,5,7,2,8.0,6.0,1.0,6.0
3222780,4,4,10,9,7,2,4.0,4.0,9.0,9.0
3222840,5,8,3,8,7,2,8.0,8.0,0.0,6.0
3222900,4,5,6,8,7,2,11.0,7.0,1.0,8.0
3222960,5,4,9,7,7,2,8.0,7.0,10.0,9.0
3223020,8,5,6,7,7,2,8.0,8.0,1.0,0.0
3223080,7,5,6,4,7,2,6.0,6.0,4.0,6.0
3223140,9,8,7,8,7,2,8.0,1.0,7.0,10.0
3223200,7,6,0,5,7,2,6.0,7.0,6.0,5.0
3223260,5,4,3,6,7,2,7.0,9.0,5.0,6.0
3223320,7,6,11,9,7,2,5.0,8.0,10.0,8.0
3223380,9,6,6,4,7,2,9.0,6.0,6.0,7.0
3223440,8,6,6,4,7,2,4.0,9.0,4.0,7.0
3223500,7,5,8,8,7,2,5.0,2.0,10.0,10.0
3223560,10,6,7,4,7,2,7.0,7.0,8.0,0.0
3223620,9,6,5,6,7,2,9.0,7.0,9.0,4.0
3223680,1,4,9,9,7,2,7.0,5.0,10.0,11.0
3223740,10,9,9,7,7,2,8.0,9.0,5.0,6.0
3223800,8,11,6,5,7,2,8.0,6.0,3.0,8.0
3223860,5,2,9,9,7,2,1.0,0.0,9.0,8.0
3223920,8,5,6,5,7,2,8.0,11.0,0.0,6.0
3223980,5,5,5,4,7,2,6.0,6.0,6.0,0.0
3224040,6,2,8,8,7,2,6.0,9.0,11.0,9.0
3224100,8,8,5,6,7,2,9.0,7.0,8.0,5.0
3224160,10,7,5,5,7,2,8.0,7.0,5.0,4.0
3224220,4,3,9,9,7,2,7.0,8.0,10.0,9.0
3224280,9,9,5,7,7,2,5.0,6.0,5.0,7.0
3224340,7,11,2,6,7,2,8.0,8.0,5.0,2.0
3224400,4,7,10,8,7,2,3.0,0.0,12.0,7.0
3224460,6,9,6,0,7,2,10.0,8.0,7.0,3.0
3224520,8,6,1,6,7,2,11.0,7.0,10.0,7.0
3224580,4,4,9,9,7,2,6.0,3.0,9.0,8.0
3224640,8,8,0,6,7,2,8.0,5.0,6.0,4.0
3224700,11,7,1,8,7,2,6.0,6.0,4.0,7.0
3224760,8,7,10,9,7,2,3.0,6.0,10.0,9.0
3224820,8,8,1,0,7,2,6.0,10.0,2.0,7.0
3224880,6,6,4,6,7,2,5.0,7.0,6.0,5.0
3224940,8,1,7,10,7,2,1.0,7.0,12.0,9.0
3225000,6,7,6,5,7,2,10.0,9.0,0.0,8.0
3225060,7,9,5,6,7,2,3.0,6.0,7.0,5.0
3225120,5,8,10,8,7,2,7.0,1.0,10.0,7.0
3225180,9,6,6,7,7,2,10.0,3.0,6.0,4.0
3225240,4,9,4,7,7,2,9.0,6.0,5.0,6.0
3225300,5,2,10,10,7,2,4.0,0.0,10.0,8.0
3225360,7,7,8,0,7,2,5.0,8.0,6.0,7.0
3225420,9,7,9,4,7,2,7.0,8.0,5.0,5.0
3225480,7,5,10,11,7,2,4.0,10.0,9.0,10.0
3225540,8,9,5,6,7,2,8.0,8.0,10.0,7.0
3225600,8,6,3,8,8,2,8.0,8.0,5.0,6.0
3225660,1,0,9,8,8,2,8.0,4.0,12.0,10.0
3225720,8,11,0,6,8,2,9.0,10.0,7.0,5.0
3225780,6,6,6,0,8,2,10.0,9.0,7.0,5.0
3225840,6,9,11,9,8,2,6.0,3.0,10.0,9.0
3225900,9,7,8,5,8,2,10.0,9.0,0.0,7.0
3225960,8,7,5,4,8,2,5.0,6.0,3.0,0.0
3226020,7,8,10,9,8,2,5.0,5.0,7.0,8.0
3226080,5,6,5,7,8,2,6.0,9.0,7.0,6.0
3226140,8,8,5,2,8,2,6.0,6.0,7.0,1.0
3226200,3,0,12,7,8,2,7.0,1.0,9.0,9.0
3226260,10,8,7,3,8,2,9.0,5.0,3.0,3.0
3226320,11,7,10,7,8,2,6.0,6.0,0.0,0.0
3226380,6,3,9,8,8,2,3.0,1.0,11.0,10.0
3226440,8,5,6,4,8,2,7.0,8.0,5.0,7.0
3226500,6,6,4,7,8,2,8.0,6.0,6.0,8.0
3226560,3,6,10,9,8,2,6.0,4.0,9.0,9.0
3226620,6,10,2,7,8,2,8.0,4.0,7.0,4.0
3226680,5,7,6,5,8,2,9.0,6.0,8.0,1.0
3226740,1,7,12,9,8,2,6.0,5.0,9.0,8.0
3226800,10,9,0,8,8,2,7.0,8.0,6.0,7.0
3226860,3,6,7,5,8,2,5.0,6.0,1.0,4.0
3226920,7,1,10,7,8,2,5.0,9.0,9.0,10.0
3226980,10,3,6,4,8,2,11.0,8.0,9.0,0.0
3227040,9,6,5,6,8,2,5.0,4.0,8.0,7.0
3227100,4,0,10,8,8,2,4.0,7.0,8.0,9.0
3227160,5,8,6,7,8,2,6.0,7.0,3.0,7.0
3227220,7,8,5,5,8,2,6.0,7.0,3.0,7.0
3227280,4,10,9,10,8,2,0.0,1.0,7.0,12.0
3227340,8,8,10,7,8,2,4.0,8.0,4.0,7.0
3227400,8,8,5,6,8,2,5.0,8.0,4.0,6.0
3227460,8,4,12,10,8,2,0.0,5.0,9.0,9.0
3227520,9,10,7,5,8,2,5.0,6.0,5.0,4.0
3227580,10,9,7,5,8,2,6.0,6.0,9.0,9.0
3227640,6,3,10,9,8,2,7.0,2.0,9.0,9.0
3227700,10,9,0,7,8,2,10.0,8.0,0.0,7.0
3227760,5,6,3,0,8,2,8.0,7.0,3.0,0.0
3227820,5,5,7,8,8,2,6.0,6.0,9.0,10.0
3227880,6,9,7,6,8,2,9.0,7.0,3.0,6.0
3227940,6,6,7,1,8,2,6.0,6.0,7.0,3.0
3228000,7,1,9,9,8,2,5.0,4.0,8.0,5.0
3228060,9,5,3,3,8,2,7.0,8.0,1.0,6.0
3228120,6,6,0,0,8,2,8.0,6.0,5.0,6.0
3228180,3,1,11,10,8,2,5.0,7.0,11.0,9.0
3228240,7,8,5,7,8,2,7.0,7.0,6.0,4.0
3228300,8,6,6,8,8,2,9.0,8.0,7.0,8.0
3228360,6,4,9,9,8,2,0.0,6.0,9.0,9.0
3228420,8,4,7,4,8,2,7.0,8.0,5.0,6.0
3228480,9,6,8,1,8,2,8.0,8.0,5.0,6.0
3228540,6,5,9,8,8,2,3.0,5.0,7.0,7.0
3228600,7,8,6,7,8,2,8.0,10.0,3.0,6.0
3228660,5,6,1,4,8,2,5.0,7.0,6.0,3.0
3228720,5,9,9,10,8,2,9.0,5.0,10.0,9.0
3228780,11,8,9,0,8,2,8.0,9.0,0.0,5.0
3228840,5,4,8,7,8,2,6.0,4.0,1.0,2.0
3228900,4,7,8,9,8,2,5.0,5.0,10.0,10.0
3228960,6,7,3,7,8,2,6.0,8.0,3.0,5.0
3229020,6,7,3,7,8,2,7.0,8.0,0.0,3.0
3229080,0,1,7,12,8,2,3.0,4.0,10.0,10.0
3229140,4,8,4,7,8,2,8.0,8.0,8.0,5.0
3229200,5,8,4,6,9,2,7.0,7.0,0.0,6.0
3229260,0,5,9,9,9,2,0.0,3.0,10.0,10.0
3229320,5,6,5,4,9,2,8.0,8.0,3.0,5.0
3229380,6,6,9,9,9,2,8.0,6.0,8.0,9.0
3229440,7,2,9,9,9,2,8.0,4.0,10.0,10.0
3229500,10,8,0,7,9,2,5.0,8.0,4.0,4.0
3229560,8,7,3,0,9,2,7.0,7.0,4.0,6.0
3229620,6,6,9,10,9,2,8.0,7.0,11.0,11.0
3229680,9,7,3,6,9,2,11.0,9.0,5.0,7.0
3229740,6,6,7,3,9,2,9.0,8.0,5.0,7.0
3229800,5,4,8,5,9,2,1.0,6.0,12.0,8.0
3229860,7,8,1,6,9,2,10.0,9.0,0.0,7.0
3229920,8,6,5,6,9,2,7.0,6.0,7.0,4.0
3229980,5,7,11,9,9,2,6.0,5.0,9.0,12.0
3230040,7,7,6,4,9,2,9.0,8.0,3.0,5.0
3230100,9,8,7,8,9,2,6.0,8.0,5.0,9.0
3230160,0,6,9,9,9,2,5.0,7.0,9.0,8.0
3230220,7,8,5,6,9,2,8.0,4.0,0.0,6.0
3230280,8,8,5,6,9,2,6.0,7.0,6.0,6.0
3230340,3,5,7,7,9,2,7.0,6.0,9.0,8.0
3230400,8,10,3,6,9,2,10.0,9.0,6.0,5.0
3230460,5,7,6,3,9,2,7.0,10.0,6.0,6.0
3230520,9,5,10,9,9,2,3.0,7.0,10.0,11.0
3230580,8,9,0,5,9,2,7.0,7.0,2.0,5.0
3230640,6,4,1,2,9,2,5.0,8.0,6.0,7.0
3230700,5,5,10,10,9,2,4.0,5.0,9.0,10.0
3230760,6,8,3,5,9,2,9.0,10.0,4.0,0.0
3230820,7,8,0,3,9,2,7.0,4.0,8.0,4.0
3230880,3,4,10,10,9,2,4.0,4.0,8.0,10.0
3230940,8,8,8,5,9,2,13.0,10.0,8.0,4.0
3231000,7,7,0,6,9,2,7.0,8.0,6.0,8.0
3231060,0,3,10,10,9,2,0.0,7.0,10.0,10.0
3231120,8,8,3,5,9,2,8.0,9.0,9.0,4.0
3231180,8,6,8,9,9,2,9.0,8.0,5.0,8.0
3231240,8,4,10,10,9,2,6.0,5.0,9.0,9.0
3231300,5,8,4,4,9,2,10.0,6.0,4.0,4.0
3231360,7,7,4,6,9,2,7.0,9.0,2.0,7.0
3231420,8,7,11,11,9,2,7.0,7.0,9.0,11.0
3231480,11,9,5,7,9,2,5.0,6.0,6.0,6.0
3231540,9,8,5,7,9,2,9.0,6.0,5.0,8.0
3231600,1,6,12,8,9,2,6.0,0.0,8.0,11.0
3231660,10,9,0,7,9,2,8.0,8.0,3.0,5.0
3231720,7,6,7,4,9,2,9.0,8.0,3.0,1.0
3231780,6,5,9,12,9,2,1.0,0.0,8.0,13.0
3231840,9,8,3,5,9,2,11.0,9.0,7.0,4.0
3231900,6,8,5,9,9,2,9.0,4.0,8.0,0.0
3231960,5,7,9,8,9,2,0.0,6.0,9.0,10.0
3232020,8,4,0,6,9,2,7.0,10.0,6.0,7.0
3232080,6,7,6,6,9,2,7.0,4.0,7.0,5.0
3232140,7,6,9,8,9,2,8.0,3.0,8.0,9.0
3232200,10,9,6,5,9,2,8.0,7.0,5.0,7.0
3232260,7,10,6,6,9,2,10.0,8.0,6.0,4.0
3232320,3,7,10,11,9,2,4.0,5.0,9.0,9.0
3232380,7,7,2,5,9,2,6.0,10.0,7.0,4.0
3232440,5,8,6,7,9,2,7.0,9.0,6.0,6.0
3232500,4,5,9,10,9,2,6.0,5.0,8.0,10.0
3232560,9,10,4,0,9,2,5.0,7.0,7.0,3.0
3232620,7,4,8,4,9,2,4.0,6.0,9.0,8.0
3232680,4,4,8,10,9,2,4.0,5.0,9.0,8.0
3232740,13,10,8,4,9,2,7.0,7.0,0.0,5.0
3232800,7,8,6,8,10,2,5.0,6.0,8.0,8.0
3232860,0,7,10,10,10,2,5.0,10.0,9.0,10.0
3232920,8,9,9,4,10,2,11.0,8.0,8.0,2.0
3232980,9,8,5,8,10,2,9.0,8.0,7.0,2.0
3233040,6,5,9,9,10,2,7.0,5.0,9.0,12.0
3233100,10,6,4,4,10,2,9.0,8.0,6.0,6.0
3233160,7,9,2,7,10,2,8.0,8.0,5.0,8.0
3233220,7,7,9,11,10,2,5.0,1.0,9.0,9.0
3233280,5,6,6,6,10,2,6.0,8.0,4.0,7.0
3233340,9,6,5,8,10,2,5.0,6.0,8.0,9.0
3233400,6,0,8,11,10,2,8.0,4.0,8.0,9.0
3233460,8,8,3,5,10,2,7.0,8.0,4.0,5.0
3233520,9,8,3,1,10,2,9.0,7.0,6.0,9.0
3233580,1,0,8,13,10,2,5.0,6.0,12.0,10.0
3233640,11,9,7,4,10,2,8.0,8.0,4.0,4.0
3233700,9,4,8,0,10,2,6.0,8.0,5.0,6.0
3233760,0,6,9,10,10,2,8.0,6.0,9.0,7.0
3233820,7,10,6,7,10,2,9.0,10.0,5.0,6.0
3233880,7,4,7,5,10,2,4.0,11.0,1.0,6.0
3233940,8,3,8,9,10,2,6.0,5.0,10.0,8.0
3234000,8,7,5,7,10,2,9.0,8.0,7.0,9.0
3234060,10,8,6,4,10,2,10.0,9.0,4.0,6.0
3234120,4,5,9,9,10,2,4.0,4.0,9.0,9.0
3234180,6,10,7,4,10,2,9.0,8.0,4.0,6.0
3234240,7,9,6,6,10,2,11.0,8.0,5.0,0.0
3234300,6,5,8,10,10,2,6.0,8.0,10.0,10.0
3234360,5,7,7,3,10,2,8.0,8.0,7.0,3.0
3234420,4,6,9,8,10,2,6.0,7.0,6.0,0.0
3234480,4,5,9,8,10,2,7.0,6.0,8.0,8.0
3234540,7,7,0,5,10,2,8.0,8.0,10.0,7.0
3234600,5,6,8,8,10,2,6.0,8.0,9.0,4.0
3234660,5,10,9,10,10,2,7.0,4.0,9.0,11.0
3234720,11,8,8,2,10,2,9.0,9.0,7.0,6.0
3234780,9,8,7,2,10,2,6.0,7.0,7.0,6.0
3234840,7,5,9,12,10,2,8.0,5.0,9.0,7.0
3234900,9,8,6,6,10,2,10.0,10.0,2.0,5.0
3234960,8,8,5,8,10,2,7.0,6.0,4.0,4.0
3235020,5,1,9,9,10,2,3.0,4.0,10.0,11.0
3235080,6,8,4,7,10,2,11.0,5.0,3.0,1.0
3235140,5,6,8,9,10,2,7.0,6.0,4.0,7.0
3235200,8,4,8,9,10,2,6.0,7.0,11.0,11.0
3235260,7,8,4,5,10,2,9.0,7.0,8.0,3.0
3235320,9,7,6,9,10,2,8.0,3.0,3.0,4.0
3235380,5,6,12,10,10,2,4.0,8.0,8.0,9.0
3235440,8,8,4,4,10,2,7.0,9.0,9.0,8.0
3235500,6,8,5,6,10,2,10.0,7.0,2.0,5.0
3235560,8,6,9,7,10,2,4.0,5.0,13.0,8.0
3235620,9,10,5,6,10,2,8.0,7.0,2.0,5.0
3235680,4,11,1,6,10,2,9.0,4.0,7.0,5.0
3235740,6,5,10,8,10,2,6.0,8.0,9.0,10.0
3235800,9,8,7,9,10,2,9.0,9.0,5.0,6.0
3235860,10,9,4,6,10,2,7.0,7.0,8.0,7.0
3235920,4,4,9,9,10,2,10.0,0.0,11.0,8.0
3235980,9,8,4,6,10,2,6.0,10.0,7.0,8.0
3236040,11,8,5,0,10,2,5.0,7.0,9.0,2.0
3236100,6,8,10,10,10,2,6.0,0.0,9.0,11.0
3236160,8,8,7,3,10,2,7.0,10.0,6.0,5.0
3236220,6,7,6,0,10,2,5.0,9.0,5.0,2.0
3236280,7,6,8,8,10,2,5.0,6.0,9.0,10.0
3236340,8,8,10,7,10,2,8.0,11.0,2.0,2.0
3236400,6,8,9,4,11,2,8.0,8.0,0.0,5.0
3236460,7,4,9,11,11,2,6.0,7.0,11.0,8.0
3236520,9,9,7,6,11,2,5.0,6.0,5.0,0.0
3236580,6,7,7,6,11,2,4.0,5.0,4.0,8.0
3236640,8,5,9,7,11,2,3.0,4.0,11.0,7.0
3236700,10,10,2,5,11,2,5.0,7.0,4.0,0.0
3236760,7,6,4,4,11,2,5.0,4.0,5.0,6.0
3236820,3,4,10,11,11,2,6.0,5.0,10.0,10.0
3236880,11,5,3,1,11,2,8.0,3.0,6.0,5.0
3236940,7,6,4,7,11,2,6.0,5.0,6.0,1.0
3237000,6,7,11,11,11,2,7.0,8.0,10.0,10.0
3237060,9,7,8,3,11,2,11.0,10.0,6.0,8.0
3237120,8,3,3,4,11,2,8.0,7.0,3.0,5.0
3237180,4,8,8,9,11,2,8.0,6.0,9.0,9.0
